time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-14T21:28:54.890Z,-1.2731,120.6135,10,4.9,mb,,60,2.169,0.74,us,us2000d2c0,2018-02-14T22:15:35.040Z,"17km NNW of Kasiguncu, Indonesia",earthquake,5.9,1.9,0.071,62,reviewed,us,us
2018-02-14T20:28:10.560Z,3.7593,96.3855,63.77,4.1,mb,,85,1.563,0.75,us,us2000d2b7,2018-02-14T23:38:47.040Z,"50km SE of Meulaboh, Indonesia",earthquake,8.7,9.4,0.097,29,reviewed,us,us
2018-02-14T20:19:29.880Z,-9.8497,161.5963,47.9,4.8,mb,,107,1.676,0.94,us,us2000d29z,2018-02-14T23:53:43.040Z,"75km NNW of Kirakira, Solomon Islands",earthquake,10.4,6.8,0.074,56,reviewed,us,us
2018-02-14T19:26:56.180Z,56.2048,-149.4504,10,4,mb,,182,2.332,0.66,us,us2000d277,2018-02-14T23:59:01.040Z,"251km SE of Kodiak, Alaska",earthquake,8.5,2,0.517,1,reviewed,us,us
2018-02-14T19:19:58.830Z,55.6189,-149.083,7.04,3.8,ml,,224,2.835,0.55,us,us2000d272,2018-02-15T00:03:18.040Z,"Gulf of Alaska",earthquake,5.3,8.3,0.055,44,reviewed,us,us
2018-02-14T16:33:32.360Z,40.384,-124.3473333,29.06,2.51,md,16,211,0.0745,0.09,nc,nc72969381,2018-02-15T04:13:03.849Z,"8km NW of Petrolia, CA",earthquake,0.6,0.59,0.134,28,reviewed,nc,nc
2018-02-14T16:14:03.112Z,59.6125,-152.2896,79.9,2.7,ml,,,,0.48,ak,ak18436372,2018-02-14T16:24:00.649Z,"31km SW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-14T14:57:33.770Z,-16.1974,177.9905,10,5,mb,,137,21.563,0.78,us,us2000d213,2018-02-14T16:02:59.040Z,"150km W of Lambasa, Fiji",earthquake,16.8,1.9,0.055,106,reviewed,us,us
2018-02-14T14:27:13.300Z,56.385,-149.0139,18.72,3.8,ml,,214,2.4,0.77,us,us2000d20m,2018-02-15T06:19:19.040Z,"258km SE of Kodiak, Alaska",earthquake,8.5,9.5,0.052,48,reviewed,us,us
2018-02-14T13:55:34.240Z,56.2913,-149.4194,19.29,3.6,ml,,203,2.286,0.61,us,us2000d203,2018-02-14T14:10:55.040Z,"246km SE of Kodiak, Alaska",earthquake,8.2,7.8,0.055,44,reviewed,us,us
2018-02-14T13:41:55.140Z,57.3186,-149.1711,0,2.7,ml,,,,0.9,ak,ak18436222,2018-02-14T13:46:57.226Z,"200km ESE of Kodiak, Alaska",earthquake,,3,,,automatic,ak,ak
2018-02-14T13:30:00.020Z,36.8069,-98.0023,6.63,2.6,mb_lg,,72,0.049,0.19,us,us2000d1zq,2018-02-16T16:12:54.116Z,"23km W of Medford, Oklahoma",earthquake,1.5,6.6,0.1,26,reviewed,us,us
2018-02-14T13:06:46.070Z,16.9292,-97.9625,10,4.3,mb,,158,0.854,0.76,us,us2000d1zi,2018-02-14T13:23:35.040Z,"11km SSW of Putla de Guerrero, Mexico",earthquake,8.6,2,0.105,26,reviewed,us,us
2018-02-14T12:32:53.710Z,37.9481,72.7825,134.35,4.5,mb,,80,1.936,0.46,us,us2000d1yn,2018-02-14T12:47:33.040Z,"106km WSW of Murghob, Tajikistan",earthquake,7.4,7.9,0.121,20,reviewed,us,us
2018-02-14T12:01:07.670Z,30.7634,130.3253,124.21,4.3,mb,,113,2.4,0.66,us,us2000d1yg,2018-02-14T12:30:54.040Z,"55km S of Makurazaki, Japan",earthquake,7.8,7.5,0.082,42,reviewed,us,us
2018-02-14T10:42:07.000Z,-7.541,127.719,128.39,4.4,mb,,61,3.574,1.22,us,us2000d1xy,2018-02-14T11:16:06.040Z,"261km ENE of Dili, East Timor",earthquake,5.4,8.7,0.112,23,reviewed,us,us
2018-02-14T09:57:49.567Z,53.2296,-160.0629,8.6,3.6,ml,,,,0.54,ak,ak18436092,2018-02-14T20:09:48.704Z,"176km S of Chernabura Island, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-02-14T08:35:35.020Z,15.6827,-95.4798,25.33,4.9,mb,,144,3.27,0.92,us,us2000d1wu,2018-02-16T23:52:24.060Z,"61km SSW of Salina Cruz, Mexico",earthquake,8.7,5.6,0.03,345,reviewed,us,us
2018-02-14T08:24:39.280Z,18.0746,-68.4255,79,2.91,md,16,196,0.4415,0.49,pr,pr2018045005,2018-02-14T09:06:29.605Z,"38km SSE of Boca de Yuma, Dominican Republic",earthquake,2.44,2.34,0.55,15,reviewed,pr,pr
2018-02-14T08:03:41.630Z,19.1186,-66.426,46,2.8,md,5,296,0.8387,0.28,pr,pr2018045006,2018-02-14T12:25:52.414Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.88,9.11,0.06,4,reviewed,pr,pr
2018-02-14T07:14:01.670Z,18.724,95.2511,81.37,4.7,mb,,136,2.637,0.59,us,us2000d1w1,2018-02-14T07:32:41.040Z,"10km SSE of Prome, Burma",earthquake,3.8,7.4,0.081,47,reviewed,us,us
2018-02-14T07:05:50.513Z,59.6942,-152.9516,92.3,3,ml,,,,0.58,ak,ak18435950,2018-02-14T07:20:22.774Z,"63km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-14T07:00:26.817Z,56.1626,-148.5092,11.2,2.8,ml,,,,0.69,ak,ak18435949,2018-02-14T19:57:06.474Z,"298km SE of Kodiak, Alaska",earthquake,,9.8,,,reviewed,ak,ak
2018-02-14T06:05:17.261Z,56.4218,-149.2445,10.1,2.6,ml,,,,0.47,ak,ak18435893,2018-02-14T19:46:54.510Z,"244km SE of Kodiak, Alaska",earthquake,,11,,,reviewed,ak,ak
2018-02-14T05:46:07.380Z,0.0035,97.3691,26.63,4.7,mb,,136,1.308,0.74,us,us2000d1v4,2018-02-14T13:48:36.191Z,"219km NW of Sikabaluan, Indonesia",earthquake,9.4,6.7,0.102,29,reviewed,us,us
2018-02-14T03:59:37.730Z,17.9591,-67.7845,61,3,md,5,226,0.6766,0.35,pr,pr2018045003,2018-02-14T07:51:20.360Z,"63km W of Pole Ojea, Puerto Rico",earthquake,3.74,5.22,0.08,3,reviewed,pr,pr
2018-02-14T03:49:31.090Z,19.5158,-65.7145,39,3,md,9,324,1.2619,0.3,pr,pr2018045002,2018-02-14T07:51:10.172Z,"121km N of Vieques, Puerto Rico",earthquake,3.15,21.06,0.19,7,reviewed,pr,pr
2018-02-14T02:46:07.880Z,19.3583,-66.1216,46,3.23,md,12,300,1.0499,0.49,pr,pr2018045000,2018-02-14T04:17:31.040Z,"100km N of San Juan, Puerto Rico",earthquake,4.84,22.75,0.31,8,reviewed,pr,pr
2018-02-14T02:22:15.500Z,60.4862,-152.0561,63.5,2.5,ml,,,,0.71,ak,ak18435732,2018-02-14T04:09:49.040Z,"37km E of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-14T01:48:36.100Z,34.4936667,-119.074,16.5,2.78,ml,63,34,0.07718,0.32,ci,ci38108120,2018-02-15T01:56:17.234Z,"16km N of Santa Paula, CA",earthquake,0.27,0.86,0.121,132,reviewed,ci,ci
2018-02-14T01:31:20.270Z,19.1968333,-155.5116667,35.02,2.84,ml,55,84,0.05266,0.11,hv,hv70037227,2018-02-14T06:25:43.431Z,"3km WSW of Pahala, Hawaii",earthquake,0.49,0.72,0.179,29,reviewed,hv,hv
2018-02-14T01:23:53.412Z,59.7436,-150.6693,33.6,2.9,ml,,,,0.6,ak,ak18435677,2018-02-14T20:34:33.183Z,"32km E of Fritz Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-02-14T01:07:35.980Z,32.8538333,-115.7428333,9.25,2.7,ml,54,43,0.01259,0.28,ci,ci38108040,2018-02-15T02:03:07.449Z,"16km W of Imperial, CA",earthquake,0.22,0.49,0.168,85,reviewed,ci,ci
2018-02-14T00:48:44.170Z,18.2443,-67.8808,99,3.05,md,6,196,0.8071,0.22,pr,pr2018045001,2018-02-14T04:23:01.994Z,"66km SE of Punta Cana, Dominican Republic",earthquake,2.91,2.14,0.22,4,reviewed,pr,pr
2018-02-14T00:05:30.340Z,-5.9984,133.8029,10,5.5,mb,,45,3.172,0.85,us,us2000d1rb,2018-02-16T17:22:13.040Z,"52km WSW of Dobo, Indonesia",earthquake,7,1.9,0.055,114,reviewed,us,us
2018-02-13T23:01:33.220Z,19.5945,-155.9831667,39.79,3.15,ml,47,169,0.06671,0.14,hv,hv70037037,2018-02-14T15:27:07.027Z,"4km S of Kailua-Kona, Hawaii",earthquake,0.54,0.68,0.187,30,reviewed,hv,hv
2018-02-13T22:15:18.780Z,55.9327,-149.405,27.63,4.4,mb,,177,2.507,0.79,us,us2000d1pc,2018-02-18T05:27:03.040Z,"276km SE of Kodiak, Alaska",earthquake,7,6.9,0.267,4,reviewed,us,us
2018-02-13T21:30:49.920Z,48.3533333,-124.5195,32.53,2.58,ml,20,59,0.04956,0.26,uw,uw61348772,2018-02-13T23:19:40.040Z,"7km ESE of Neah Bay, Washington",earthquake,0.57,0.79,0.212,22,reviewed,uw,uw
2018-02-13T21:13:12.310Z,17.9501,-68.1898,128,3.59,md,6,335,0.5955,0.25,pr,pr2018044003,2018-02-14T03:33:33.040Z,"30km SSE of Boca de Yuma, Dominican Republic",earthquake,4.68,3.99,0.1,7,reviewed,pr,pr
2018-02-13T20:29:32.760Z,56.27,-148.6494,20.4,3.6,ml,,169,2.631,1.36,us,us2000d1mf,2018-02-14T17:48:09.040Z,"284km SE of Kodiak, Alaska",earthquake,7.2,8.1,0.052,48,reviewed,us,us
2018-02-13T20:19:45.240Z,-48.6847,123.616,10,4.8,mb,,129,16.455,0.8,us,us2000d1lz,2018-02-14T17:34:56.040Z,"Western Indian-Antarctic Ridge",earthquake,14.9,1.9,0.103,29,reviewed,us,us
2018-02-13T19:34:40.400Z,-50.094,164.2753,16.54,4.3,mb,,143,4.247,1.09,us,us2000d1l8,2018-02-14T17:26:41.040Z,"149km WNW of Auckland Island, New Zealand",earthquake,10.9,6.5,0.201,7,reviewed,us,us
2018-02-13T19:29:24.261Z,59.7812,-152.1472,54.4,3.1,ml,,,,0.61,ak,ak18435481,2018-02-14T17:20:45.040Z,"32km W of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2018-02-13T18:48:55.140Z,-2.8501,141.8046,36.51,5.1,mb,,55,5.614,0.55,us,us2000d1kj,2018-02-14T17:12:48.040Z,"59km ESE of Vanimo, Papua New Guinea",earthquake,6.4,6.8,0.05,127,reviewed,us,us
2018-02-13T18:25:56.040Z,55.8997,-149.8135,5.97,3.9,ml,,177,2.335,0.79,us,us2000d1jx,2018-02-14T17:04:00.040Z,"263km SE of Kodiak, Alaska",earthquake,3.9,7.3,0.056,42,reviewed,us,us
2018-02-13T18:12:54.240Z,55.6815,-149.2621,7.53,4,mb,,159,2.716,0.75,us,us2000d1jq,2018-02-14T16:49:31.040Z,"Gulf of Alaska",earthquake,7.1,4.2,0.366,2,reviewed,us,us
2018-02-13T17:45:07.590Z,40.3651667,-125.2935,12.91,2.75,md,11,318,0.7382,0.27,nc,nc72968986,2018-02-14T06:48:39.809Z,"86km W of Petrolia, CA",earthquake,13.58,15.77,0.161,36,reviewed,nc,nc
2018-02-13T17:09:17.881Z,59.4464,-153.6262,126.1,2.9,ml,,,,0.56,ak,ak18435410,2018-02-14T16:19:35.040Z,"83km ESE of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-13T14:47:09.500Z,19.2701,-65.5511,134,3.6,md,10,313,1.0987,0.69,pr,pr2018044002,2018-02-13T17:36:57.848Z,"98km NNE of Vieques, Puerto Rico",earthquake,12.17,11.5,0.13,7,reviewed,pr,pr
2018-02-13T14:44:58.630Z,19.5306667,-155.6053333,8.03,2.58,ml,50,64,0.02778,0.14,hv,hv70036707,2018-02-13T23:12:05.886Z,"28km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.37,0.155,22,reviewed,hv,hv
2018-02-13T14:06:32.090Z,18.8044,145.504,223.08,4.5,mb,,99,3.554,0.58,us,us2000d1fw,2018-02-13T15:21:01.040Z,"17km WNW of Agrihan, Northern Mariana Islands",earthquake,9.4,6,0.051,111,reviewed,us,us
2018-02-13T13:38:42.450Z,-25.609,-70.8585,45.67,4.3,mb,,155,0.585,0.81,us,us2000d1ff,2018-02-13T14:32:19.040Z,"44km WSW of Taltal, Chile",earthquake,6.5,7.5,0.188,8,reviewed,us,us
2018-02-13T13:06:25.898Z,56.8982,-149.487,118.2,3.3,ml,,,,0.28,ak,ak18435286,2018-02-13T13:10:54.157Z,"201km ESE of Kodiak, Alaska",earthquake,,8.3,,,automatic,ak,ak
2018-02-13T11:57:48.690Z,56.1689,-149.3338,21.7,3.9,ml,,180,2.404,0.91,us,us2000d1ej,2018-02-13T13:54:37.040Z,"259km SE of Kodiak, Alaska",earthquake,7.9,9.7,0.052,49,reviewed,us,us
2018-02-13T08:39:44.414Z,56.1744,-148.718,10,3.2,ml,,,,0.67,ak,ak18435265,2018-02-13T14:37:34.816Z,"287km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-02-13T07:29:35.990Z,56.0889,-149.7024,24.08,4.2,ml,,184,2.282,0.81,us,us2000d1c0,2018-02-13T13:50:32.040Z,"250km SE of Kodiak, Alaska",earthquake,6.7,9,0.049,54,reviewed,us,us
2018-02-13T06:43:16.880Z,56.2514,-149.303,18.33,3.7,ml,,207,2.361,0.77,us,us2000d1bk,2018-02-13T14:10:01.040Z,"254km SE of Kodiak, Alaska",earthquake,9.2,8.5,0.055,44,reviewed,us,us
2018-02-13T06:24:05.830Z,18.035,-67.855,128,2.85,md,9,216,0.7459,0.46,pr,pr2018044001,2018-02-13T14:03:50.040Z,"80km W of Pole Ojea, Puerto Rico",earthquake,4.5,2.6,0.36,4,reviewed,pr,pr
2018-02-13T05:48:05.480Z,55.8937,-150.1152,4.02,3.9,ml,,215,2.204,0.57,us,us2000d1be,2018-02-13T14:00:12.040Z,"253km SE of Kodiak, Alaska",earthquake,10.4,8.5,0.06,36,reviewed,us,us
2018-02-13T05:35:00.040Z,1.6856,127.2472,123.64,4.9,mb,,108,0.915,0.72,us,us2000d1bc,2018-02-13T13:55:10.040Z,"84km W of Tobelo, Indonesia",earthquake,9.6,7.3,0.085,43,reviewed,us,us
2018-02-13T03:39:08.180Z,19.4113,-66.1558,50,3.27,md,8,310,1.2212,0.47,pr,pr2018044000,2018-02-13T08:02:31.220Z,"104km N of San Juan, Puerto Rico",earthquake,6.57,27.81,0.05,5,reviewed,pr,pr
2018-02-13T03:34:36.880Z,36.0387,-97.8981,8.79,3.1,mb_lg,,31,0.352,0.26,us,us2000d1ad,2018-02-18T19:59:40.741Z,"7km S of Hennessey, Oklahoma",earthquake,1.3,7.1,0.05,103,reviewed,us,us
2018-02-13T02:39:53.810Z,12.3644,93.1316,69.37,5.6,mb,,28,6.168,0.88,us,us2000d1a1,2018-02-13T17:11:43.040Z,"86km NNE of Bamboo Flat, India",earthquake,8.6,4.4,0.04,217,reviewed,us,us
2018-02-13T02:31:09.150Z,13.7393,146.3945,10,5.6,mb,,95,1.49,1.18,us,us2000d1a0,2018-02-13T16:54:39.040Z,"136km ESE of Rota, Northern Mariana Islands",earthquake,8.1,1.9,0.053,125,reviewed,us,us
2018-02-13T02:03:03.590Z,13.8221,146.4707,10,5.7,mww,,161,1.557,0.99,us,us2000d18y,2018-02-13T22:00:26.040Z,"141km ESE of Rota, Northern Mariana Islands",earthquake,8.7,1.9,0.071,19,reviewed,us,us
2018-02-13T01:18:51.920Z,13.9004,146.1171,41.02,4.9,mb,,205,1.252,1.06,us,us2000d18l,2018-02-13T03:18:43.040Z,"102km ESE of Rota, Northern Mariana Islands",earthquake,11.3,9.9,0.066,71,reviewed,us,us
2018-02-13T01:11:43.320Z,13.8511,146.4045,11.59,5.4,mb,,142,1.504,0.87,us,us2000d18h,2018-02-13T21:18:32.040Z,"134km ESE of Rota, Northern Mariana Islands",earthquake,7.9,6,0.072,65,reviewed,us,us
2018-02-13T00:50:54.960Z,-9.376,126.3634,35,4.5,mb,,52,2.101,0.99,us,us2000d18c,2018-02-13T01:22:55.040Z,"103km ESE of Ainaro, East Timor",earthquake,6.3,2,0.128,18,reviewed,us,us
2018-02-13T00:50:03.710Z,36.3601,-97.684,4.87,2.6,mb_lg,,26,0.281,0.2,us,us2000d18b,2018-02-13T08:52:48.879Z,"17km ESE of Enid, Oklahoma",earthquake,1,4.5,0.064,63,reviewed,us,us
2018-02-12T23:47:17.230Z,55.8549,-150.1765,4.96,4.2,mb,,184,2.201,0.66,us,us2000d17r,2018-02-13T06:44:56.620Z,"254km SSE of Kodiak, Alaska",earthquake,7.2,7.2,0.527,1,reviewed,us,us
2018-02-12T23:01:18.000Z,28.0721,128.0438,36.62,4.5,mb,,84,1.248,0.68,us,us2000d17a,2018-02-12T23:33:44.040Z,"145km WSW of Naze, Japan",earthquake,7.2,4.2,0.099,30,reviewed,us,us
2018-02-12T20:55:11.120Z,55.9191,-149.9168,10.16,4,ml,,181,2.277,1.15,us,us2000d14w,2018-02-12T23:17:51.040Z,"257km SE of Kodiak, Alaska",earthquake,8.4,7.5,0.057,40,reviewed,us,us
2018-02-12T20:05:15.520Z,38.7399,144.6137,10,4.5,mb,,127,3.131,0.98,us,us2000d13w,2018-02-12T21:19:36.040Z,"243km ESE of Kamaishi, Japan",earthquake,6,1.9,0.073,55,reviewed,us,us
2018-02-12T19:30:59.840Z,18.945,-67.007,42,2.83,md,6,322,0.4887,0.09,pr,pr2018043003,2018-02-13T23:26:12.040Z,"48km N of Isabela, Puerto Rico",earthquake,0.99,2.07,0.23,6,reviewed,pr,pr
2018-02-12T16:16:49.760Z,19.201,-155.4651667,35.92,2.67,ml,49,101,0.04544,0.1,hv,hv70035892,2018-02-12T21:27:37.790Z,"1km ESE of Pahala, Hawaii",earthquake,0.62,0.86,0.091,8,reviewed,hv,hv
2018-02-12T16:14:28.790Z,56.1527,-149.8087,10,3.5,ml,,206,2.198,0.47,us,us2000d0yv,2018-02-12T17:24:02.040Z,"241km SE of Kodiak, Alaska",earthquake,6.6,2,0.056,42,reviewed,us,us
2018-02-12T15:38:18.940Z,-5.9073,102.7044,19.03,4.3,mb,,90,1.556,1.2,us,us2000d0y7,2018-02-12T16:21:26.040Z,"151km SW of Kuripan, Indonesia",earthquake,5.1,5.5,0.104,26,reviewed,us,us
2018-02-12T14:24:51.350Z,28.9484,-97.9663,5,3.1,mb_lg,,120,0.166,0.4,us,us2000d0xm,2018-02-13T14:23:38.809Z,"9km NW of Karnes City, Texas",earthquake,2.6,2,0.068,56,reviewed,us,us
2018-02-12T10:31:32.380Z,38.2234,115.8472,10,4.6,mb,,165,9.533,0.47,us,us2000d0va,2018-02-13T08:41:27.059Z,"56km NNE of Hengshui, China",earthquake,12.1,2,0.103,28,reviewed,us,us
2018-02-12T09:56:54.440Z,-2.0957,100.6143,67.05,4.6,mb,,170,2.443,0.68,us,us2000d0v9,2018-02-12T10:42:40.040Z,"82km S of Painan, Indonesia",earthquake,9,8.2,0.098,31,reviewed,us,us
2018-02-12T07:41:00.960Z,36.9281,71.5092,10,4.5,mb,,99,0.772,1.16,us,us2000d0uc,2018-02-12T11:10:43.040Z,"24km NNW of Ishkashim, Tajikistan",earthquake,4.6,1.9,0.113,23,reviewed,us,us
2018-02-12T07:26:38.740Z,19.3028,-66.1926,53,3.37,md,11,297,0.9997,0.48,pr,pr2018043002,2018-02-12T13:40:52.040Z,"103km N of San Juan, Puerto Rico",earthquake,3.96,13.78,0.12,8,reviewed,pr,pr
2018-02-12T07:26:27.600Z,56.1457,-149.472,20.32,3.7,ml,,203,2.365,0.96,us,us2000d0u7,2018-02-12T16:55:33.231Z,"255km SE of Kodiak, Alaska",earthquake,8.4,9.8,0.053,46,reviewed,us,us
2018-02-12T07:20:35.000Z,19.2608,-66.1236,67,3.24,md,8,305,0.9526,0.4,pr,pr2018043001,2018-02-12T13:44:49.040Z,"105km N of San Juan, Puerto Rico",earthquake,4.89,9.96,0.15,6,reviewed,pr,pr
2018-02-12T05:58:18.830Z,39.546,20.5468,10,3.8,mwr,,53,0.603,1.37,us,us2000d0tm,2018-02-12T13:31:24.040Z,"8km NNE of Paramythia, Greece",earthquake,3.8,1.5,0.089,12,reviewed,us,us
2018-02-12T05:29:09.810Z,12.1846,-88.8995,50.95,4.4,mb,,155,1.527,1.01,us,us2000d0t8,2018-02-12T11:00:25.040Z,"127km SSW of Puerto El Triunfo, El Salvador",earthquake,6.5,8,0.053,104,reviewed,us,us
2018-02-12T03:27:12.370Z,19.2886,-65.7521,82,3.18,md,4,319,1.0341,0.12,pr,pr2018043000,2018-02-18T04:57:58.040Z,"110km N of Suarez, Puerto Rico",earthquake,4.51,6.86,0.01,3,reviewed,pr,pr
2018-02-12T03:22:46.840Z,43.5241,-127.2489,10,3.1,ml,,259,2.228,0.8,us,us2000d0rx,2018-02-18T04:54:40.190Z,"234km WNW of Bandon, Oregon",earthquake,7.4,2,0.042,74,reviewed,us,us
2018-02-12T03:08:29.390Z,46.6769,-0.7966,5,4.2,mb,,110,2.477,0.67,us,us2000d2eb,2018-02-18T04:49:39.074Z,"4km E of Mouilleron-en-Pareds, France",earthquake,7.8,2,0.304,3,reviewed,us,us
2018-02-12T03:04:30.380Z,56.2702,-149.8817,20.83,3.7,ml,,227,2.105,0.49,us,us2000d0rg,2018-02-18T04:45:36.040Z,"228km SE of Kodiak, Alaska",earthquake,8.3,10.1,0.051,50,reviewed,us,us
2018-02-12T02:48:38.290Z,-4.4943,143.5065,109.63,4.4,mb,,135,4.558,0.54,us,us2000d0rb,2018-02-12T03:04:38.040Z,"78km ESE of Ambunti, Papua New Guinea",earthquake,9.8,17.8,0.219,6,reviewed,us,us
2018-02-12T02:27:15.090Z,-8.312,119.6142,174.97,4.3,mb,,89,2.615,0.85,us,us2000d0qv,2018-02-12T02:39:17.040Z,"32km NNE of Komodo, Indonesia",earthquake,9.4,11.3,0.168,10,reviewed,us,us
2018-02-12T02:01:34.400Z,11.5364,-60.4796,50.85,4.2,mb,,100,1.293,0.47,us,us2000d0qt,2018-02-12T02:15:35.040Z,"33km NNE of Roxborough, Trinidad and Tobago",earthquake,7.5,12.7,0.2,7,reviewed,us,us
2018-02-12T01:25:32.270Z,55.942,-149.7289,9.77,4.1,mb,,181,2.35,0.71,us,us2000d0qp,2018-02-12T04:42:11.040Z,"262km SE of Kodiak, Alaska",earthquake,7.5,7.1,0.369,2,reviewed,us,us
2018-02-12T00:52:33.560Z,6.0927,133.6609,10,5,mb,,65,8.087,0.7,us,us2000d0qi,2018-02-12T01:15:40.040Z,"103km SSW of Angaur State, Palau",earthquake,8.7,1.8,0.047,145,reviewed,us,us
2018-02-12T00:07:46.656Z,57.4441,-150.9753,10.7,2.8,ml,,,,0.74,ak,ak18429682,2018-02-12T00:10:57.608Z,"93km ESE of Kodiak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-02-11T23:14:24.590Z,31.0511,-104.7415,5,2.5,mb_lg,,89,0.336,0.47,us,us2000d0p0,2018-02-12T00:05:17.930Z,"8km E of Van Horn, Texas",earthquake,2.8,1.9,0.111,21,reviewed,us,us
2018-02-11T23:14:14.960Z,13.8056,146.4109,10,6,mww,,27,1.514,0.93,us,us2000d0p1,2018-02-15T02:27:57.189Z,"136km ESE of Rota, Northern Mariana Islands",earthquake,8,1.8,0.073,18,reviewed,us,us
2018-02-11T23:11:53.080Z,-25.6746,-71.0147,35,4.1,mb,,157,0.602,0.76,us,us2000d0nx,2018-02-12T00:10:32.040Z,"61km WSW of Taltal, Chile",earthquake,5.4,2,0.198,7,reviewed,us,us
2018-02-11T22:33:43.010Z,44.2733333,-114.5781667,12.36,2.5,ml,9,105,0.72,0.29,mb,mb80281129,2018-02-12T15:57:34.570Z,"37km SW of Challis, Idaho",earthquake,1.04,2.87,0.165,9,reviewed,mb,mb
2018-02-11T21:45:57.563Z,62.159,-149.6747,34.9,2.6,ml,,,,0.49,ak,ak18428876,2018-02-11T21:58:43.940Z,"9km E of Y, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-02-11T21:39:06.130Z,31.1611,-103.2958,5,2.9,mb_lg,,76,0.491,0.81,us,us2000d0n2,2018-02-11T21:50:54.040Z,"34km SSE of Pecos, Texas",earthquake,3.1,2,0.073,49,reviewed,us,us
2018-02-11T21:06:22.900Z,-31.341,-176.2285,37.57,5.1,mb,,247,2.554,1.44,us,us2000d0mg,2018-02-11T21:23:24.040Z,"254km E of L'Esperance Rock, New Zealand",earthquake,11.5,8.4,0.122,22,reviewed,us,us
2018-02-11T20:32:06.970Z,34.8167,25.8156,10,4.2,mb,,113,1.321,0.82,us,us2000d0m5,2018-02-11T22:35:34.028Z,"22km SSE of Ierapetra, Greece",earthquake,4.7,1.9,0.112,22,reviewed,us,us
2018-02-11T19:00:36.850Z,56.0738,-149.6465,21.72,3.9,mb,,198,2.317,0.85,us,us2000d0lt,2018-02-11T20:01:51.040Z,"254km SE of Kodiak, Alaska",earthquake,8.2,9.8,0.515,1,reviewed,us,us
2018-02-11T18:41:22.448Z,58.9815,-136.3456,8.3,3,ml,,,,0.65,ak,ak18428460,2018-02-11T18:49:35.530Z,"58km WSW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-11T18:06:39.000Z,-16.0804,-74.5875,49.57,4.6,mb,,140,4.619,1.3,us,us2000d0l2,2018-02-12T17:14:13.002Z,"71km S of Acari, Peru",earthquake,9.3,15.1,0.173,10,reviewed,us,us
2018-02-11T18:04:47.030Z,59.8118,-146.9204,0.6,3,ml,,,,0.78,ak,ak18428069,2018-02-11T18:40:31.040Z,"53km NW of Middleton Island, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-11T16:38:14.010Z,-20.8761,-179.1579,619.78,5.4,mww,,90,8.406,0.77,us,us2000d0k7,2018-02-13T18:11:17.040Z,"53km WSW of Ndoi Island, Fiji",earthquake,11.9,5.6,0.073,18,reviewed,us,us
2018-02-11T15:08:23.060Z,56.1976,-149.8964,10,3.6,mb,,151,2.133,0.68,us,us2000d0ji,2018-02-11T17:59:07.040Z,"233km SE of Kodiak, Alaska",earthquake,8.1,2,0.289,3,reviewed,us,us
2018-02-11T14:49:31.560Z,42.8399,145.7039,43.19,4.5,mb,,183,2.057,0.32,us,us2000d0jf,2018-02-11T15:35:47.040Z,"54km S of Nemuro, Japan",earthquake,8.1,10.7,0.128,18,reviewed,us,us
2018-02-11T14:07:38.020Z,18.8263,-64.6496,112,3.55,md,6,343,1.3806,0.29,pr,pr2018042004,2018-02-11T17:21:55.040Z,"73km N of Road Town, British Virgin Islands",earthquake,8.85,6.74,0.15,6,reviewed,pr,pr
2018-02-11T13:32:59.970Z,19.1388,-67.2771,31,3.07,md,7,336,0.6915,0.19,pr,pr2018042003,2018-02-11T17:17:04.040Z,"70km NNW of San Antonio, Puerto Rico",earthquake,1.74,7.73,0.11,7,reviewed,pr,pr
2018-02-11T13:27:50.067Z,60.1786,-152.9531,123.7,2.5,ml,,,,1.02,ak,ak18426899,2018-02-11T13:32:04.147Z,"36km SSW of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-02-11T13:12:25.380Z,30.4755,87.4873,10.77,4.2,mb,,95,2.576,0.74,us,us2000d0j6,2018-02-11T14:23:03.040Z,"120km WSW of Jiajuedibu, China",earthquake,8.2,4.6,0.115,24,reviewed,us,us
